"artistURI","url","title","image-URL","birthPlace","birthYear","deathYear","when-acquired","dimensions","Type_URI","type","nationality_URI","nationality","collection","artistAppellationURI","artistName","credit"
"E21_Person---dev#classLink","E22_Man-Made_Object---dev#classLink","E35_Title---rdf-schema#label","E38_Image---dev#classLink","E48_Place_Name---rdf-schema#label","E52_Time-Span---P82_at_some_time_within","E52_Time-Span---P82_at_some_time_within","E52_Time-Span---P82_at_some_time_within","E54_Dimension---P3_has_note","E55_Type---dev#classLink","E55_Type---rdf-schema#label","E74_Group---dev#classLink","E74_Group---rdf-schema#label","E78_Collection---rdf-schema#label","E82_Actor_Appellation---dev#classLink","E82_Actor_Appellation---rdf-schema#label","E8_Acquisition---P3_has_note"
"","http://www.sfmoma.org/explore/collection/artwork/114593","L.S.P. 36, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.274_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114591","L.S.P. 37, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.272_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114588","L.S.P. 38, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.269_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114598","L.S.P. 39, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.279_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114585","L.S.P. 4, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.266_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114306","L.S.P. 40, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.18_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114589","L.S.P. 41, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.270_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114570","L.S.P. 42, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.251_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114530","L.S.P. 43, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.211_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114581","L.S.P. 44, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.262_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114529","L.S.P. 45, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.210_04_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114307","L.S.P. 47, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.19_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114535","L.S.P. 48, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.216_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114584","L.S.P. 5, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.265_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114571","L.S.P. 50, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.252_03_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114534","L.S.P. 52, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.215_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114569","L.S.P. 53, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.250_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114527","L.S.P. 54, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.208_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114568","L.S.P. 55, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.249_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114499","L.S.P. 56, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.180_04_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114576","L.S.P. 57, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.257_01_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114582","L.S.P. 6, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.263_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114493","L.S.P. 60, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.174_04_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114526","L.S.P. 61, from the series One Big Self: Prisoners of Louisiana","","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114525","L.S.P. 61, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.206_04_b02.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114502","L.S.P. 62, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.183_03_b03.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
"","http://www.sfmoma.org/explore/collection/artwork/114512","L.S.P. 63, from the series One Big Self: Prisoners of Louisiana","http://www.sfmoma.org/images/artwork/medium/2003.306.A.193_01_b04.jpg","","1951","","2003","12.7 cm x 10.16 cm","","photograph","","American","SFMOMA","","Deborah Luster","Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright"
