"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51"
"dbpedia-owl:areaTotal","dbpedia-owl:populationDensity","dbpedia-owl:areaLand","dbpedia-owl:areaWater","dbpedia-owl:percentageOfAreaWater","dbpedia-owl:populationMetro","dbpedia-owl:populationTotal","dbpprop:aprHighF","dbpprop:aprLowF","dbpprop:aprMeanF","dbpprop:aprRainDays","dbpprop:aprRainInch","dbpprop:areaLandKm","dbpprop:areaLandSqMi","dbpprop:areaTotalKm","dbpprop:areaTotalSqMi","dbpprop:areaWaterKm","dbpprop:areaWaterSqMi","dbpprop:augHighF","dbpprop:augLowF","dbpprop:augMeanF","dbpprop:augRainDays","dbpprop:augRainInch","dbpprop:decHighF","dbpprop:decLowF","dbpprop:decMeanF","dbpprop:decRainDays","dbpprop:decRainInch","dbpedia-owl:elevationFt","dbpedia-owl:elevationM","dbpedia-owl:foundingDate","dbpedia-owl:leaderTitle","dbpedia-owl:country","dbpedia-owl:governingBody","dbpedia-owl:governmentType","dbpedia-owl:postalCode","dbpedia-owl:utcOffset","dbpprop:coordinatesRegion","dbpprop:establishedTitle","dbpprop:location","dbpprop:name","dbpprop:officialName","dbpprop:subdivisionName","dbpprop:title","dbpprop:populationDemonym","dbpprop:timezone","foaf:nick","dbpprop:motto","dbpprop:website","dbpprop:flower","dbpedia-owl:areaCode","grs:point"
"1.059E7","724.0","2490000.0","1035995.2441344","0.2899999917","3502891.0","22287.0","63.4","54.0","52.6","4.7","4.65","44.47","3.92","7.103","0.6","0.0","0.0","96.1","70.0","68.0","2.0","3.9","42.3","8.7","32.5","2.64","4.52","1178.0","46.9392","1898-12-19","MP","India","Kelowna_City_Council","Council/Manager","R7a-R7C","-7","KH","Constituted","Sherbrooke","Budhpura","Brighton","McMinn_County,_Tenneee","articles Related to Sipalay","San Franciscan","MST","Gateway to the High Plains","Community of Homes","http://cityofpetal.com","Mikan","262","42.68055555555556 -83.13388888888889"
"1.47629322289152E7","1164.8","4143980.9765376","1553992.8662016","0.0799999982","946962.0","229.0","63.9","44.0","39.0","11.0","6.26","13.3","1.67","1.09","20.1","0.05","0.0","85.1","43.1","59.3","0.9","6.84","35.2","31.1","-1.7","5.7","3.84","1824.0","1100.9376","1964-09-29","Mayor","Iran","228","Mayor%E2%80%93council_government","SO14-SO19","-6","IR","Incorporated","Gadsden, alabama","Kiraoli","Winfield, alabama","Grant_County,_Washington","Religions in Malkapur","adonian","Indian_Standard_Time","Home of the Eagles","Croroads of Past & Future","http://www.bushehrcity.ir","Rose","412","-17.8 -63.166666666666664"
"600000.0","231.5","2149690.13157888","0.0","2.2200000286","16488.0","819.0","54.0","60.0","44.0","15.0","1.13","24.6","1.28","15.9","0.55","0.28","0.14","87.0","62.0","71.9","11.0","0.08","73.0","24.8","13.6","5.0","1.0","10.0","13.0","1700-05-18","Chairperson, Municipality","Iran","Municipal_corporation","Mayor%E2%80%93council_government","75783","-6","IR","Municipal_corporation","Nevada, Miouri","Chamoli Gopeshwar","ardmore, Tenneee","Sibley_County,_Minnesota","articles Related to Kabankalan","Conimbricense","Iran_Standard_Time","The Good Land","Pennsylvania's Newest City","http://sites.google.com/site/cityoftyro","Satsuki_azalea","952","32.15 74.18333333333334"
"1600000.0","357.3761579469","1.84666152266956E8","77699.64331008","5.4299998283","1745524.0","30993.0","91.4","44.0","47.4","13.3","0.75","21.11","0.23","4.8","1.9","0.0","0.0","95.0","51.6","72.0","11.2","4.74","40.2","26.0","32.0","4.3","1.15","430.0","98.0","1816-02-12","Mayor","United_States","San_Francisco_Board_of_Supervisors","Mayor%E2%80%93council_government","73443","-6","US-aL","Founded","Owase, Japan","Kadirur","Kansas City, Kansas","United_States","Capital of China","Demonym","Central_Time_Zone_(North_america)","The Friendly City","""""""Big enough to lead, small enough to care""""""","http://www.adana.bel.tr/?dil=en","Camellia","731","35.28333333333333 136.91666666666666"
"8420000.0","357.3","9400000.0","2719487.5158528","2.4600000381","138333.0","150888.0","61.2","45.0","42.5","1.1","","6.8","5.9","210.0","1.5","0.0","0.0","86.8","48.5","68.0","10.0","","54.0","20.0","20.2","8.0","","4258.0","1157.0","1990-03-20","Mayor","Canada","Boise_City_Council","Thesaban","59034","-6","US-MO","Incorporated","Dayton","Rifu","City of Gatlinburg","CaLaBaRZON","articles Related to Danao City, Cebu","Hatter","Mountain_Time_Zone","atalaya del Oreinte(Orient Watchtower)","9","http://www.cityoflogansport.org/","Prunus_mume","605","33.01861111111111 -96.52888888888889"
"1290000.0","679.5","1035995.2441344","80000.0","1.0599999428","180791.0","3185.0","58.0","49.2","47.0","17.8","","3.03","2.2","1.86","3.28","0.0","0.0","88.6","65.0","76.0","10.5","","64.0","29.6","43.2","12.8","","1834.0","562.0512","1908-06-06","Clerk","South_Korea","Bruhat_Bengaluru_Mahanagara_Palike","Council%E2%80%93manager_government","S2535","-5","IR","Incorporated","Pasadena, California","Salalah","Central City, Iowa","Jefferson_County,_Kentucky","Religions in Suryapet","Tizimilean","Iran_Standard_Time","Clam Capital of the World","america's Hometown","http://www.cityofcedarvale.com","Salvia_splendens","865","35.72555555555556 50.36611111111111"
"2.77128727805952E7","82.5872517122","5179976.220672","1.37269369847808E7","7.9499998093","824112.0","552970.0","61.0","45.5","52.3","9.0","","15.93","0.6","116.0","0.4","0.0","0.01","89.0","80.3","68.8","1.1","","53.0","24.0","42.4","1.8","","699.0","484.0224","1913-06-06","Councilors","India","","Council%E2%80%93manager_government","43085, 43119, 43201, 43202, 43203, 43204, 43205, 43206, 43207, 43209, 43210, 43211, 43212, 43213, 43214, 43215, 43216, 43217, 43218, 43219, 43220, 43221, 43222, 43223, 43224, 43226, 43227, 43228, 43229, 43230, 43231, 43232, 43234, 43235, 43236","-6","US-MS","Founded","Ca-QC","Sarnath","McCrory, arkansas","Georgia_(U.S._state)","Religions in Gonda","Imuseo","Central_European_Time","Historic Waterfront Gateway, Celery City","La ville de l'hospitalite","http://www.cityofgrandblanc.com/","Cornus_florida","304, 681 (effective March, 2009)","35.50055555555556 -119.27166666666666"
"8546960.76410879","1530.8950586208","1680000.0","0.0","0.7900000215","6730749.0","1148824.0","74.9","18.6","47.4","10.8","","8.9","1.33","2.62","4.95","0.0","0.05","84.9","56.2","66.5","7.0","","58.2","18.0","47.0","0.79","","1089.0","213.0","1974-04-01","Mayor","India","","Special_Charter_(New_Jersey)","67879","-5","MY","Constituted","Naples, Florida","Nyoma","Trenton, Texas","Kansas","Religion in Bangalore","Nashvillians","Central_Time_Zone_(North_america)","Bride of the Nile","""Between St.Paul and Minneapolis The Best Kept Secret""""""","http://www.coalcampusa.com/sowv/flattop/keystone/keystone.htm","Yatsushiros?","+54 3548","43.82861111111111 -115.83222222222223"
"1579892.74730496","115.0","9950000.0","600000.0","1.8500000238","172188.0","32.0","53.0","53.0","62.0","12.1","","23.23","49.1","3.08","3.26","0.49","0.065","81.6","55.0","61.4","13.0","","60.7","31.0","32.0","3.3","","906.0","903.0","1887-05-01","Mayor","United_States","","Mayor","47001-47279","9","US-KS","Foundation","Mandi","Mundia","Yogyakarta City","Harrison_County,_Miiippi","Destinations from Kitchener","porteo , portea","Central_Time_Zone_(North_america)","""""""Livestock Center of Nebraska""""""","""""""City of Champions""""""","http://www.northglenn.org/","Hibiscus","816","30.376666666666665 -94.31527777777778"
