"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51"
"dbpedia-owl:areaTotal","dbpedia-owl:populationDensity","dbpedia-owl:areaLand","dbpedia-owl:areaWater","dbpedia-owl:percentageOfAreaWater","dbpedia-owl:populationMetro","dbpedia-owl:populationTotal","dbpprop:aprHighF","dbpprop:aprLowF","dbpprop:aprMeanF","dbpprop:aprRainDays","dbpprop:aprRainInch","dbpprop:areaLandKm","dbpprop:areaLandSqMi","dbpprop:areaTotalKm","dbpprop:areaTotalSqMi","dbpprop:areaWaterKm","dbpprop:areaWaterSqMi","dbpprop:augHighF","dbpprop:augLowF","dbpprop:augMeanF","dbpprop:augRainDays","dbpprop:augRainInch","dbpprop:decHighF","dbpprop:decLowF","dbpprop:decMeanF","dbpprop:decRainDays","dbpprop:decRainInch","dbpedia-owl:elevationFt","dbpedia-owl:elevationM","dbpedia-owl:foundingDate","dbpedia-owl:leaderTitle","dbpedia-owl:country","dbpedia-owl:governingBody","dbpedia-owl:governmentType","dbpedia-owl:postalCode","dbpedia-owl:utcOffset","dbpprop:coordinatesRegion","dbpprop:establishedTitle","dbpprop:location","dbpprop:name","dbpprop:officialName","dbpprop:subdivisionName","dbpprop:title","dbpprop:populationDemonym","dbpprop:timezone","foaf:nick","dbpprop:motto","dbpprop:website","dbpprop:flower","dbpedia-owl:areaCode","grs:point"
"1.44E7","1614.0614635708","4.1439809765376E7","50000.0","1.7400000095","3186973.0","31492.0","68.0","72.0","37.2","11.4","1.38","0.62","7.5","7.4","1.14","0.0","0.0","88.0","60.1","82.7","18.0","1.66","30.3","15.8","25.0","1.4","2.58","505.0","300.0","1956-07-07","Mayor","India","Government_of_Birmingham","ayuntamiento","44471","-5","US-MN","Incorporated","Quito","Kani","???","United_States","Beaches of New Jersey","Guadalcaceos","Indian_Standard_Time","Home of the Hamburger","Live life to the Max!","http://www.city.orillia.on.ca/","Prunus_mume","907","33.45583333333333 49.455555555555556"
"1.559E7","612.8","2200000.0","0.0","0.0","591982.0","999.0","49.0","33.9","44.3","13.0","2.9","28.1","5.66","267.2","2.72","0.6","0.05","93.0","70.8","69.4","13.0","3.4","46.5","39.0","18.0","3.7","6.12","36.0","226.0","1835-02-28","Congreman","United_States","Nagar_palika","Council%E2%80%93manager_government","31096","-5","US-ND","City","Columbus, Miiippi","Jeron Khalsa","Winchester, Tenneee","United States","Religions in Chhindwara","Valdepeeros","Central_Time_Zone_(North_america)","City of Roses, Crown City","""""""an Illinois arts-Friendly Community""""""","http://longjing.yanbian.gov.cn/","Iris_sibirica","+91-883","34.26833333333333 46.80388888888889"
"2123790.25047552","255.4","388498.2165504","517997.6220672","0.1899999976","245817.0","46213.0","86.0","43.6","65.0","5.1","4.87","3.47","6.49","71.94","2.39","0.83","0.0","79.0","65.0","70.0","12.8","11.12","47.9","31.0","26.0","5.1","1.79","256.0","8.0","2000-11-03","Mayor","India","Shravasti","Independent_city_(United_States)","67401-67402","-5","IR","Founded","Lemmon, SD","Shreveport","Graceville, Florida","Northern_alberta","Historical affiliations","McKinnian","Pacific_Time_Zone","""""""Peach Capital of Georgia""""""","""""""a premier hometown""""""","http://www.cityofconroe.org","azalea","810","39.83638888888889 -100.18833333333333"
"4.10513115488256E7","447.3","2.32321933497139E7","0.0","0.0","93653.0","11583.0","72.0","45.0","36.7","16.0","1.53","0.65","4.07","1.66","8.85","1.7","0.0","94.0","57.0","69.5","12.0","0.07","45.0","23.5","22.5","6.1","3.1","1407.0","586.0","1902-11-15","Mayor","United_States","Corporation_of_Cochin","Mayor%E2%80%93council_government","202394","-5","US-Ca","Municipal_corporation","Leskovac","Bennington, Kansas","City of Highland","Dwarka_district","25","Buffalonian","Central_Time_Zone_(North_america)","The City on Fast-Track","""""""Commerce Industry Education""""""","http://www.skyways.org/towns/Longton/","Satsuki_azalea","281","45.01027777777778 -95.80027777777778"
"2.6784E7","61.2","470000.0","0.0","1.1399999857","33265.0","788.0","82.0","40.4","63.4","14.9","","85.7","0.8","35.1","0.52","0.4","0.0","92.0","71.1","81.9","0.0","","70.0","47.3","15.6","8.7","","899.0","110.0328","1903-03-14","Mayor","United_States","History","Mayor%E2%80%93council_government","560061","-8","Ua","Incorporated","aizuwakamatsu","Kashiba","Hazelwood, Miouri","Minnesota","articles Related to Silay","trgmure?ean, trgmure?eanc?","Central_Time_Zone_(North_america)","""""""The Scholarship City,"""" """"The River"""", """"Spindle City"""", """"The Riv""""""","""""""Heartbeat Of The Heartland""""""","http://www.mascota.jalisco.gob.mx/Site/Inicio.html","Narcius_(plant)","636","30.466666666666665 53.45"
"1350000.0","306.7","1.17E7","160000.0","11.9099998474","2783243.0","525.0","62.4","39.0","41.2","4.0","","12.2","1.03","226.0","0.29","0.0","0.07","90.0","59.6","60.0","0.0","","40.0","70.0","75.0","1.8","","876.0","254.0","1853-06-04","Mayor","United_States","St_albans_City_Council","Council%E2%80%93manager_government","91351","-6","HR","Incorporated","Jaisalmer","Imakane","Marthasville, Miouri","South_Dakota","articles Related to Candon","abbotsfordian","Pacific_Time_Zone","Gateway to the Peninsula","City of Hills, Trees and Rivers","www.loznica.rs","Camellia_sasanqua","435","32.670833333333334 -117.09277777777778"
"260000.0","291.7","595697.26537728","0.0","10.0","4080329.0","30000.0","61.0","24.0","57.6","8.2","","9.4","2.35","377.0","1.33","0.0","0.1","96.0","53.0","72.5","0.2","","76.0","36.0","57.6","10.2","","128.0","26.0","1788-05-12","Mayor","Lithuania","","Mayor%E2%80%93council_government","79034","-6","US-Ca","Municipal_corporation","Kelso, Washington","New Mahe","Smithville, Tenneee","Gwinnett_County,_Georgia","Crystal Lake Park","Rochesterian","Time_in_argentina","The Red Rose City","Las Pias, Our Home","http://athenstexas.us/","Citrus tachibana","402","33.534166666666664 -84.2311111111111"
"8.85775933734912E7","101.6220881284","1500000.0","500000.0","1.3200000525","249881.0","562340.0","64.8","59.4","41.9","7.9","","5.5","0.37","31.7","15.387","0.0","0.0","57.2","62.0","81.8","13.4","","64.0","29.6","53.6","9.6","","761.0","246.888","2001-03-24","Mayor","United_States","","Council%E2%80%93manager_government","52156","-6","US-FL","First settled","Melbourne","Villa del Rosario","Crestview, Kentucky","Th%C3%a9r%C3%a8se-De_Blainville_Regional_County_Municipality","'''Indicators of education and technology to the population in Jordan Sakib:","St. Louisan","Iran_Standard_Time","america's Heart City","Qyteti i nj mij e nj dritareve","http://www.shorelinewa.gov/","Wisteria","515","37.26222222222222 -81.21861111111112"
"2.046E7","348.3799776528","2693587.63474944","492097.74096384","0.1000000015","805584.0","9730.0","55.4","45.0","48.0","14.0","","1.58","0.56","12.549","0.21","0.21","0.0","86.8","56.3","84.4","11.2","","36.4","19.0","34.8","6.0","","171.0","1116.0","1906-05-09","City Council","India","","Mayor%E2%80%93council_government","45714","-6","ML","Established","Cincinnati , 1981-2010 normals","Villa de alvarez","Lostine, Oregon","United_States","articles related to Greenup","aznalcaceos or aznalcazareos","Indian_Standard_Time","Coast Guard City U.S.a.","""""""a Caring Community""""""","http://www.city.terrace.bc.ca/","Cosmos_(plant)","806","18.316666666666666 -99.86666666666666"
