"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51"
"dbpedia-owl:areaTotal","dbpedia-owl:populationDensity","dbpedia-owl:areaLand","dbpedia-owl:areaWater","dbpedia-owl:percentageOfAreaWater","dbpedia-owl:populationMetro","dbpedia-owl:populationTotal","dbpprop:aprHighF","dbpprop:aprLowF","dbpprop:aprMeanF","dbpprop:aprRainDays","dbpprop:aprRainInch","dbpprop:areaLandKm","dbpprop:areaLandSqMi","dbpprop:areaTotalKm","dbpprop:areaTotalSqMi","dbpprop:areaWaterKm","dbpprop:areaWaterSqMi","dbpprop:augHighF","dbpprop:augLowF","dbpprop:augMeanF","dbpprop:augRainDays","dbpprop:augRainInch","dbpprop:decHighF","dbpprop:decLowF","dbpprop:decMeanF","dbpprop:decRainDays","dbpprop:decRainInch","dbpedia-owl:elevationFt","dbpedia-owl:elevationM","dbpedia-owl:foundingDate","dbpedia-owl:leaderTitle","dbpedia-owl:country","dbpedia-owl:governingBody","dbpedia-owl:governmentType","dbpedia-owl:postalCode","dbpedia-owl:utcOffset","dbpprop:coordinatesRegion","dbpprop:establishedTitle","dbpprop:location","dbpprop:name","dbpprop:officialName","dbpprop:subdivisionName","dbpprop:title","dbpprop:populationDemonym","dbpprop:timezone","foaf:nick","dbpprop:motto","dbpprop:website","dbpprop:flower","dbpedia-owl:areaCode","grs:point"
"2.87488680247296E7","1909.120733129","8805959.5751424","50000.0","1.2799999714","2757234.0","64925.0","47.1","53.0","44.5","8.2","2.8","1.27","16.86","26.5","4.4","0.23","0.0","81.0","42.0","75.0","10.8","3.38","50.0","33.6","51.1","0.18","5.13","1063.0","636.1176","1855-07-01","Mayor","United_States","Brihanmumbai_Municipal_Corporation","Council%E2%80%93manager_government","46107","0.229166666666667","US-aK","Settled","Lu'an","Diu","Hanska, Minnesota","Miouri","articles Relating to Miami and Miami-Dade County","Matinian","Central_Time_Zone_(North_america)","Croroads of america, Naptown,","""""""a treasure in Ben Lomond's shadow.""""""","http://www.cityofportwentworth.com","Spring: Sakura","325","-28.933333333333334 -52.11666666666667"
"5697973.8427392","506.8","1.127E8","80000.0","1.1799999475","92394.0","637.0","61.0","41.0","46.0","12.5","2.8","5.39","7.51","3.57","35.7","0.0","0.13","83.8","57.0","78.0","11.5","3.98","61.0","37.0","46.7","11.0","2.57","2008.0","112.0","1855-07-01","Mayor","Lithuania","Municipality","Council%E2%80%93manager_government","521215","-5","Sa","Founded","Prestonsburg, Kentucky","Kothuru","St. Peter, Minnesota","United_States","Village Nurseben","Kurunegalians","Central_Time_Zone_(North_america)","The 'Gundo","""""""Key City of the High Desert""""""","http://www.indy.gov/Pages/Home.aspx","Cosmos","218","27.88 78.08"
"7.5E7","466.2","2589988.110336","400000.0","7.4099998474","4296250.0","9189.0","72.0","36.6","42.4","10.3","0.31","6.5","0.42","5.5","1.57","0.0","0.0","91.0","63.9","68.6","8.1","3.5","64.3","45.6","71.0","4.3","2.38","1056.0","66.0","2006-01-01","Mayor","Japan","Township","Council%E2%80%93manager_government","56401","-5","JP","Municipal_corporation","augusta, Georgia","Cipolletti","Green River, Utah","Minnesota","articles Relating to Tulsa and Tulsa County","rafaelino","Central_Time_Zone_(North_america)","""Toronto is sometimes referred to as """"The Paris of Woodson County"""".""","""""""New Vision.  Clear Opportunities.""""""","http://www.bormujos.net","Rhododendron","208","38.397222222222226 -98.01138888888889"
"1.46334328233984E8","869.5406712534","2180000.0","0.0","0.1400000006","2968805.0","22858.0","68.0","62.5","57.0","3.1","0.91","154.485","4.74","17.4","1.88","4.58","0.01","89.6","49.2","60.2","10.6","0.15","22.0","47.3","27.1","1.0","0.81","69.0","177.6984","1771-10-23","City Manager","India","Dasmari%C3%B1as_City_Council","Municipality","99109","-5","IR","Incorporated","Murdochville, Quebec","ajmer","Poldasht","United_States","Destinations from Chino Hills","pontevedres , pontevedresa","Eastern_Time_Zone","La Isla de San Marco","""""""To Cherish Our Past, To Plan Our Future""""""","http://www.ruellvillearkansas.org/","Satsuki_azalea","616","45.689166666666665 -96.01333333333334"
"1.064E8","205.1","2500000.0","0.0","4.9800000191","1609504.0","41175.0","86.0","38.0","44.0","9.8","","8.08","4.8","18.5","0.55","2.3","0.0","85.0","50.0","60.8","13.0","","49.7","34.0","35.0","0.8","","2398.0","548.9448","2006-12-07","City Police Commiioner","United_States","Greater_Hyderabad_Municipal_Corporation","Council%E2%80%93manager_government","08102-08110","0","US-Ca","Municipal_corporation","Trang","Batote","Bogard, Miouri","Georgia_(U.S._state)","Dalian","annapolitan","Central_Time_Zone_(North_america)","City of Red Chilli/ Vidarbhache Praveshdwar","""""""The World Fruit Basket""""""","http://ci.epworth.ia.us/","Yakushima Shakunage","830","39.25 -96.31666666666666"
"3240000.0","4841.6438476906","3940000.0","100000.0","2.5899999142","492390.0","503.0","88.0","34.0","60.0","13.9","","1.04","2.52","22.4","2.0","0.0","0.04","79.5","48.0","64.6","11.0","","33.6","4.8","42.0","5.9","","1053.0","313.944","1889-07-11","aembly","United_States","Indore_Municipal_Corporation","Mayor/Council","84025","-6","US-Wa","City","Ballarat","Kamalpur, India","Novobrd","India","Destinations from Palayamkottai","Rawsense","Central_Time_Zone_(North_america)","Tsinelas capital of the Philippines","Gateway to the Lakes","http://municipiodecampeche.gob.mx/","Lily_of_the_Valley","229","42.77611111111111 -114.70277777777778"
"336698.45434368","74.1","1.3E7","0.0","0.8999999762","5422200.0","37559.0","57.7","42.2","44.0","12.1","","144.8","1.07","1.58","26.5","0.67","0.1","92.0","64.4","67.8","9.0","","36.5","33.0","22.5","12.0","","7.0","68.0","1954-01-26","Mayor","South_Korea","","Mayor%E2%80%93council_government","85400","-5","UY-Pa","First mentioned","Santa Rosa, California","Mimasaka","Brandon, South Dakota","Puebla","Demographics of J?rmala 2011 http://data.csb.gov.lv/dialog/varval.asp?ma=IS0200&ti=IS20%2E+PaST%C2V%CEGO+IEDZ%CEVOT%C2JU+NaCION%C2LaIS+SaST%C2VS+RE%CCIONOS+UN+REPUBLIKaS+PILS%C7T%C2S+GaDa++S%C2KUM%C2&path=%2E%2E%2FDaTaBaSE%2FIedzsoc%2FIkgad%E7jie+statisti","Demonym","Central_Time_Zone_(North_america)","Ohio's First Capital","""""""Big City Spirit - Small Town Charm""""""","http://www.calgary.ca/","Rhododendron","559","41.43277777777778 -97.35861111111112"
"1.302764019499E7","132.7","850000.0","300000.0","0.0","2082421.0","28116.0","60.5","42.0","44.5","0.1","","132.4","0.98","3.88","1.94","0.0","0.1","86.0","70.0","52.1","0.0","","39.0","37.0","19.0","10.1","","830.0","392.0","2008-06-21","Mayor","United_States","","Mayor%E2%80%93council_government","48xxx-xxxxx","-6","US-Wa","Municipal_corporation","ahmedabad","Vernon, Texas","almena, Kansas","United_States","articles Related to Bian","Hangzhounese","Eastern_European_Time","The Burg,","""""""The Heart Of The american Riviera""""""","http://www.scsmi.net/","Chrysanthemum","305, 786","38.233333333333334 -3.6166666666666667"
"802896.31420416","463.7473026253","3.63E7","699296.78979072","9.6899995804","561505.0","1703.0","83.0","54.0","60.8","11.0","","2.5","0.74","1590.5","1.7","0.0","0.0","89.0","51.0","74.0","10.8","","76.5","11.0","21.4","9.8","","696.0","60.96","1961-06-21","Mayor","India","","Council%E2%80%93manager_government","J0J 1a0","-5","Ca-SK","Municipal_corporation","Shahrekord","http://dbpedia.org/resource/alexander_Johnson","Centerville, Texas","Yunnan","Religions in Sangamner","caaseo","Central_Time_Zone_(North_america)","Industrial Capital of Southern Philippines","Urbs civitatis nostrae prima et mater","http://www.ci.la-habra.ca.us/","Lavandula","941","43.69416666666667 -91.27972222222222"
