"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51"
"dbpedia-owl:areaTotal","dbpedia-owl:populationDensity","dbpedia-owl:areaLand","dbpedia-owl:areaWater","dbpedia-owl:percentageOfAreaWater","dbpedia-owl:populationMetro","dbpedia-owl:populationTotal","dbpprop:aprHighF","dbpprop:aprLowF","dbpprop:aprMeanF","dbpprop:aprRainDays","dbpprop:aprRainInch","dbpprop:areaLandKm","dbpprop:areaLandSqMi","dbpprop:areaTotalKm","dbpprop:areaTotalSqMi","dbpprop:areaWaterKm","dbpprop:areaWaterSqMi","dbpprop:augHighF","dbpprop:augLowF","dbpprop:augMeanF","dbpprop:augRainDays","dbpprop:augRainInch","dbpprop:decHighF","dbpprop:decLowF","dbpprop:decMeanF","dbpprop:decRainDays","dbpprop:decRainInch","dbpedia-owl:elevationFt","dbpedia-owl:elevationM","dbpedia-owl:foundingDate","dbpedia-owl:leaderTitle","dbpedia-owl:country","dbpedia-owl:governingBody","dbpedia-owl:governmentType","dbpedia-owl:postalCode","dbpedia-owl:utcOffset","dbpprop:coordinatesRegion","dbpprop:establishedTitle","dbpprop:location","dbpprop:name","dbpprop:officialName","dbpprop:subdivisionName","dbpprop:title","dbpprop:populationDemonym","dbpprop:timezone","foaf:nick","dbpprop:motto","dbpprop:website","dbpprop:flower","dbpedia-owl:areaCode","grs:point"
"2.618E7","1047.6","3780000.0","100000.0","0.8999999762","1589934.0","3460.0","95.0","44.3","58.9","6.0","0.72","25.6","8.9","188.91","0.3","0.03","0.0","89.9","73.0","80.0","14.0","0.07","73.0","20.1","25.7","0.0","2.6","974.0","202.0","1955-11-16","Member of Parliament","United_States","712","Council%E2%80%93manager_government","38034","-5","KW","Municipal_corporation","Victoria_(australia)","Bedias, Texas","Pendleton, Oregon","California","Religions in Chikhli","Kalamazooan","Indian_Standard_Time","L-Town","Live, Work, Play","http://www.cityofsalemnj.org","azalea","620","-40.916666666666664 -73.16666666666667"
"6112371.94039296","474.2878915535","2.515E7","725196.67089408","0.2199999988","381342.0","889.0","54.3","40.2","65.0","6.5","3.38","10.826","227.2","0.75","3.519","106.5","0.0","91.0","57.0","65.8","16.4","3.6","34.0","74.0","15.7","2.6","4.48","584.0","433.0","1810-11-16","aldermen","United_States","Los_angeles_City_Council","Council%E2%80%93manager_government","26187","2","US-MI","Municipal_corporation","New Orleans","Shahapur","Udell, Iowa","United_States","articles related to Naypyidaw","Lafayettiens","Central_Time_Zone_(North_america)","Home of the Pilgrims","""""""My Hometown & Your Hometown Too.""""""","http://www.duluthga.net/","Magnolia_kobus","(+351) 262 XXX XXX","37.21277777777778 -77.40027777777777"
"2.27918953709568E7","252.0474890965","3962681.80881408","300000.0","3.6199998856","1306768.0","9120350.0","54.8","33.0","34.9","10.6","5.13","101.214","6.22","404.53","32.91","0.0","0.0","95.0","73.9","75.1","2.0","1.72","73.0","24.2","12.9","2.8","2.63","1355.0","606.8568","1904-03-15","City Manager","India","Vadodara_Urban_Development_authority","Council%E2%80%93manager_government","51366","-5","LR","Granted city rights","Meihekou","Balta","City of Petersburg","Texas","Neighbouring counties","Montrealer","Iran_Standard_Time","The Garland City","""""""a City of Charm and Tradition""""""","http://www.e-local.gob.mx/work/templates/enciclo/chihuahua/Mpios/08010a.htm","Oenothera tetraptera","+91-33","42.32361111111111 -85.23083333333334"
"1.02E8","98.9193730186","2.73243745640448E7","103599.52441344","0.0","541298.0","6882.0","56.1","39.0","42.8","0.0","0.51","1.2","14.6","12.02","0.41","2.0","0.0","82.0","57.0","82.0","12.4","3.5","83.0","42.0","44.1","10.2","7.29","755.0","218.0","1874-03-23","State aembly","United_States","Mohave_County,_arizona","Mayor%E2%80%93council_government","95050-95056","-7","US-KS","Granted city rights","Borama","Termas de Rio Hondo","Surmaq","Mahakali_Zone","Religions in Shajapur","concepcionense","Pacific_Time_Zone","city of 2 rivers","""""""a rural oasis in te heart of the metroplex""""""","http://www.clydeohio.org/","Lilium_speciosum","2836","26.170012 -80.201318"
"1.502E7","485.3304132879","1139594.76854784","0.0","0.1099999994","287702.0","156.0","58.9","33.9","49.0","2.1","","16.65","0.54","41.7","0.42","0.5","0.0","59.7","59.0","64.2","8.0","","43.0","39.0","24.0","11.6","","728.0","168.8592","1919-03-15","City Manager","United_States","Pensacola_City_Council","Mayor%E2%80%93council_government","50565","0.1875","US-TX","Incorporated","ashland, Oregon","Miyaki","Wellington, Kentucky","United_States","articles relating to Havana","Calambeo","Indian_Standard_Time","Derby City, River City, Gateway to the South, Falls City, The 'Ville","""""""a Great Place to Live, Work & Play""""""","http://www.mabalacat.gov.ph/","Peach bloom","912","37.86333333333333 -83.92833333333333"
"8028963.1420416","535.8325756252","1740000.0","103599.52441344","81.0699996948","307763.0","7161.0","76.3","52.0","61.0","8.7","","11.86","2.63","34.4","8.53","0.0","0.01","94.0","50.0","78.0","7.7","","66.0","41.0","20.7","0.5","","1581.0","1243.0","1999-12-08","Welsh aembly and UK Parliament Constituencies","Jordan","Guwahati_Municipal_Corporation","City_council","471111","-5","US-MI","Settled","Dongtai","Santiago Papasquiaro","Diyarbak?r","Frio_County,_Texas","Religions in amravati","Guelphite","Central_Time_Zone_(North_america)","The World's Luckiest Fishing Village","""""""The One and Only""""""","http://www.cityofaventura.com/","Rhododendron","763","45.88583333333333 -95.26472222222222"
"5200000.0","141.5836615375","1.04E7","0.0","0.5400000215","24737.0","129.0","81.7","39.0","59.5","0.1","","16.4","5.856","6.19","6.26","14.6","0.1","96.0","60.0","63.8","7.3","","55.0","13.0","21.3","9.0","","262.0","235.0008","1894-05-31","City Council","United_States","","City","26040","-6","CN-52","Founded","Stockton, California , 1981-2010 normals","abrama","Flint Hill, Miouri","United_States","articles Relating to Milwaukee and Milwaukee County","Lacombian","Time_in_China","New Dublin","City of Opportunity","http://www.ci.edina.mn.us","Nelumbo_nucifera","641","44.070277777777775 -94.57027777777778"
"3.4E7","512.7436665444","3884982.165504","0.0","0.1599999964","133229.0","8380.0","61.0","28.0","46.6","2.6","","46.67","18.9","6.45","0.46","0.0","0.1","89.3","55.8","65.3","3.0","","37.1","21.3","29.9","4.9","","1496.0","269.1384","1966-07-01","aembly","India","","35.43694444444444 -93.67222222222222","75600","-7","US-MO","Incorporated","Shangzhi","Barbigha","City of Dacono, Colorado","United_States","Religions in Khalilabad","madrynense","Eastern_Time_Zone","San Marvelous","""""""Proud of our past...embracing the future""""""","http://www.berryville.com/","azalea","701","55.083333333333336 22.983333333333334"
"3962681.80881408","934.1741725934","960000.0","100000.0","0.5500000119","319246.0","43593.0","77.0","51.0","13.5","7.0","","76.6","385.09","177.0","0.39","0.13","0.11","79.4","64.0","67.0","11.4","","34.0","25.5","44.0","7.3","","330.0","35.0","2010-09-05","Mayor","United_States","","City_status_in_the_United_Kingdom","50655","-6","CL","Plat","Ketchikan, alaska","Kiratpur","Centre, alabama","Lorestan_Province","Religions in Gangapur","Chiclaneros","Central_Time_Zone_(North_america)","""""""Cereal City""""""","Catch the Kawartha Spirit.","http://www.cityofsalemin.com/","Himesayuri","315","39.33111111111111 -84.54277777777777"
