"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575b70a28cc86c66a89e1590","288.71","69","clear sky","5391959","Clear","295.37","-122.42","None","None","1012","cmc stations","37.77","1465610281","1.54","0","San Francisco","292.61","US","800","226","01n","1465702316"
"575b7eb28cc86c66dbf2bb57","289.05","67","clear sky","5391959","Clear","293.71","-122.42","None","None","1012","cmc stations","37.77","1465613932","1.03","0","San Francisco","291.56","US","800","239","01n","1465702317"
"575b8cc28cc86c671dc428f3","285.37","74","clear sky","5391959","Clear","295.37","-122.42","None","None","1011","stations","37.77","1465616992","0.51","0","San Francisco","290.34","US","800","226","01n","1465702318"
"575b9ad18cc86c6758cea002","283.71","77","clear sky","5391959","Clear","292.04","-122.42","None","None","1011","cmc stations","37.77","1465620597","4.46","0","San Francisco","288.15","US","800","302","01n","1465702319"
"575ba8e28cc86c6791828908","283.15","78","clear sky","5391959","Clear","291.48","-122.42","None","None","1012","cmc stations","37.77","1465624207","4.46","0","San Francisco","287.37","US","800","302","01n","1465702321"
"575bb6f18cc86c687bc28103","285.35","77","clear sky","5391959","Clear","290.37","-122.42","None","None","1011","cmc stations","37.77","1465627806","4.46","0","San Francisco","287.45","US","800","302","01n","1465702322"
"575bc5028cc86c693bd41517","282.04","80","clear sky","5391959","Clear","290.37","-122.42","None","None","1011","cmc stations","37.77","1465631420","1.67","0","San Francisco","286.45","US","800","281.522","01n","1465702323"
"575bd3128cc86c6b9eaccf7f","280.93","81","clear sky","5391959","Clear","289.82","-122.42","None","None","1011","stations","37.77","1465635042","1.67","0","San Francisco","285.33","US","800","281.522","01n","1465702324"
"575be1228cc86c6be1d9882a","280.37","81","clear sky","5391959","Clear","289.26","-122.42","None","None","1011","cmc stations","37.77","1465638694","1.67","0","San Francisco","284.99","US","800","281.522","01n","1465702325"
"575bef328cc86c6c26cfede8","280.37","81","clear sky","5391959","Clear","288.71","-122.42","None","None","1011","cmc stations","37.77","1465642229","1.24","0","San Francisco","284.72","US","800","147","01n","1465702326"
"575bfd428cc86c6c65a87260","280.37","83","clear sky","5391959","Clear","285.37","-122.42","None","None","1011","stations","37.77","1465645899","0.51","0","San Francisco","283.05","US","800","26","01n","1465702327"
"575c0b528cc86c6c9c332a57","280.37","82","clear sky","5391959","Clear","285.37","-122.42","None","None","1011","stations","37.77","1465649483","0.51","0","San Francisco","283.08","US","800","26","01d","1465702328"
