"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575b8cc38cc86c671dc428fb","283.71","35","clear sky","5128581","Clear","294.82","-74.01","None","None","1016","cmc stations","40.71","1465617393","4.11","0","New York","289.76","US","800","330","01n","1465691252"
"575b9ad38cc86c6758cea00a","282.59","34","clear sky","5128581","Clear","293.71","-74.01","None","None","1017.4","stations","40.71","1465620989","3.11","0","New York","288.42","US","800","316","01n","1465691253"
"575ba8e48cc86c6791828910","281.48","35","clear sky","5128581","Clear","293.71","-74.01","None","None","1017","cmc stations","40.71","1465624597","2.06","0","New York","287.4","US","800","300","01n","1465691254"
"575bb6f38cc86c687bc2810b","280.93","35","clear sky","5128581","Clear","292.65","-74.01","None","None","1017","stations","40.71","1465628204","3.11","0","New York","286.47","US","800","316","01n","1465691255"
"575bc5038cc86c693bd4151f","280.37","42","clear sky","5128581","Clear","292.25","-74.01","None","None","1016","cmc stations","40.71","1465631809","1.54","0","New York","285.95","US","800","300","01n","1465691256"
"575bd3138cc86c6b9eaccf87","279.82","45","clear sky","5128581","Clear","292.04","-74.01","None","None","1016","cmc stations","40.71","1465635425","1.07","0","New York","285.72","US","800","285.522","01n","1465691258"
"575be1248cc86c6be1d98832","279.82","50","clear sky","5128581","Clear","290.93","-74.01","None","None","1016.6","stations","40.71","1465639068","1.97","8","New York","285.18","US","800","291.022","02d","1465691259"
"575bef348cc86c6c26cfedf0","281.48","52","scattered clouds","5128581","Clouds","294.82","-74.01","None","None","1016","cmc stations","40.71","1465642395","1.57","44","New York","286.76","US","802","209","03d","1465691260"
"575bfd438cc86c6c65a87268","284.26","45","scattered clouds","5128581","Clouds","293.55","-74.01","None","None","1015","cmc stations","40.71","1465646310","1.54","44","New York","289.75","US","802","200","03d","1465691261"
"575c0b538cc86c6c9c332a5f","288.71","38","clear sky","5128581","Clear","294.95","-74.01","None","None","1015.2","stations","40.71","1465649903","1.75","8","New York","292.09","US","800","284.001","02d","1465691262"
"575c19648cc86c6cde4302dc","292.04","35","clear sky","5128581","Clear","298.15","-74.01","None","None","1015","cmc stations","40.71","1465653543","4.11","8","New York","294.73","US","800","200","02d","1465691263"
"575c27738cc86c6d15fbb033","293.71","36","clear sky","5128581","Clear","300.37","-74.01","None","None","1014","cmc stations","40.71","1465657171","5.14","8","New York","296.38","US","800","230","02d","1465691265"
"575c35848cc86c6d66c9ac6b","293.71","58","few clouds","5128581","Clouds","299.82","-74.01","None","None","1011.5","stations","40.71","1465660779","3.94","24","New York","296.79","US","801","199.505","02d","1465691266"
"575c43938cc86c6d9dc98cc3","293.15","52","light rain","5128581","Rain","300.93","-74.01","None","None","1010.3","stations","40.71","1465663796","5.46","92","New York","297.27","US","500","214.001","10d","1465691267"
"575c51a48cc86c6de39d4064","297.04","47","overcast clouds","5128581","Clouds","303.71","-74.01","None","None","1010","cmc stations","40.71","1465667405","5.14","92","New York","300","US","804","200","04d","1465691268"
"575c5fb48cc86c6e1cd07e36","296.48","51","overcast clouds","5128581","Clouds","303.71","-74.01","None","None","1008.6","stations","40.71","1465671008","5.46","92","New York","300.54","US","804","214.001","04d","1465691269"
