"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575b7eb88cc86c66dbf2bb77","284.82","82","scattered clouds","5224323","Clouds","287.59","-71.5","None","None","1015","cmc stations","41.75","1465613977","0.96","44","Rhode Island","286","US","802","37.001","03n","1465690859"
"575b8cc88cc86c671dc42913","284.26","87","scattered clouds","5224323","Clouds","287.04","-71.5","None","None","1016","cmc stations","41.75","1465617578","0.96","44","Rhode Island","285.42","US","802","37.001","03n","1465690860"
"575b9ad78cc86c6758cea022","283.71","87","scattered clouds","5224323","Clouds","285.93","-71.5","None","None","1016","cmc stations","41.75","1465620732","1.96","32","Rhode Island","285.1","US","802","152","03n","1465690861"
"575ba8e88cc86c6791828928","282.04","94","few clouds","5224323","Clouds","287.04","-71.5","None","None","1016.2","stations","41.75","1465624370","1.01","12","Rhode Island","284.4","US","801","343","02n","1465690862"
"575bb6f78cc86c687bc28123","281.48","89","scattered clouds","5224323","Clouds","286.48","-71.5","None","None","1015","cmc stations","41.75","1465627888","1.96","32","Rhode Island","283.82","US","802","152","03n","1465690863"
"575bc5078cc86c693bd41537","280.93","91","few clouds","5224323","Clouds","285.93","-71.5","None","None","1016","cmc stations","41.75","1465631968","1.07","12","Rhode Island","283.49","US","801","156.522","02n","1465690865"
"575bd3188cc86c6b9eaccf9f","280.37","96","few clouds","5224323","Clouds","285.93","-71.5","None","None","1015.6","stations","41.75","1465635165","1.02","24","Rhode Island","282.99","US","801","341.022","02n","1465690866"
"575be1288cc86c6be1d9884a","279.26","91","few clouds","5224323","Clouds","284.82","-71.5","None","None","1015","cmc stations","41.75","1465638694","1.07","12","Rhode Island","282.71","US","801","156.522","02d","1465690867"
"575bef398cc86c6c26cfee08","280.37","93","clear sky","5224323","Clear","287.04","-71.5","None","None","1015","cmc stations","41.75","1465642755","1.84","0","Rhode Island","284.06","US","800","238","01d","1465690868"
"575bfd488cc86c6c65a87280","283.15","96","clear sky","5224323","Clear","289.26","-71.5","None","None","1015.4","cmc stations","41.75","1465645817","1.84","0","Rhode Island","286.12","US","800","238","01d","1465690869"
