"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575b8cc58cc86c671dc42904","284.82","86","clear sky","4560349","Clear","290.93","-75.16","None","None","1017","cmc stations","39.95","1465617590","1.31","0","Philadelphia","287.24","US","800","356.001","01n","1465691379"
"575b9ad58cc86c6758cea013","284.26","76","clear sky","4560349","Clear","289.82","-75.16","None","None","1017","cmc stations","39.95","1465620581","0.16","0","Philadelphia","286.62","US","800","105.5","01n","1465691380"
"575ba8e58cc86c6791828919","283.71","84","clear sky","4560349","Clear","289.26","-75.16","None","None","1016","stations","39.95","1465624205","1.41","0","Philadelphia","286.04","US","800","334.5","01n","1465691381"
"575bb6f48cc86c687bc28114","283.15","78","clear sky","4560349","Clear","289.26","-75.16","None","None","1017","cmc stations","39.95","1465627805","0.16","0","Philadelphia","285.93","US","800","105.5","01n","1465691382"
"575bc5058cc86c693bd41528","282.59","78","clear sky","4560349","Clear","289.26","-75.16","None","None","1017","cmc stations","39.95","1465631458","1.07","8","Philadelphia","285.76","US","800","109.522","02n","1465691383"
"575bd3158cc86c6b9eaccf90","282.59","80","clear sky","4560349","Clear","289.26","-75.16","None","None","1016","cmc stations","39.95","1465635071","1.07","8","Philadelphia","285.64","US","800","109.522","02n","1465691384"
"575be1258cc86c6be1d9883b","282.59","95","clear sky","4560349","Clear","289.82","-75.16","None","None","1016","cmc stations","39.95","1465638627","1.07","8","Philadelphia","285.88","US","800","109.522","02d","1465691386"
"575bef368cc86c6c26cfedf9","284.26","81","clear sky","4560349","Clear","290.37","-75.16","None","None","1015","cmc stations","39.95","1465642549","4.82","0","Philadelphia","287.13","US","800","194.5","01d","1465691387"
"575bfd458cc86c6c65a87271","287.04","82","clear sky","4560349","Clear","291.48","-75.16","None","None","1015","cmc stations","39.95","1465645983","4.82","0","Philadelphia","289.17","US","800","194.5","01d","1465691388"
"575c0b558cc86c6c9c332a68","289.82","85","few clouds","4560349","Clouds","293.71","-75.16","None","None","1014","stations","39.95","1465649603","1.15","20","Philadelphia","292.04","US","801","208.001","02d","1465691389"
"575c19668cc86c6cde4302e5","293.15","74","clear sky","4560349","Clear","297.59","-75.16","None","None","1014","cmc stations","39.95","1465653236","5.06","0","Philadelphia","295.42","US","800","229.505","01d","1465691390"
"575c27758cc86c6d15fbb03c","295.37","75","clear sky","4560349","Clear","299.82","-75.16","None","None","1013","cmc stations","39.95","1465656863","5.06","0","Philadelphia","297.69","US","800","229.505","01d","1465691391"
"575c35868cc86c6d66c9ac74","298.15","54","moderate rain","4560349","Rain","302.04","-75.16","None","None","1013","stations","39.95","1465660487","3.71","0","Philadelphia","300.02","US","501","223.005","10d","1465691393"
"575c43978cc86c6d9dc98ccc","300.37","50","moderate rain","4560349","Rain","303.71","-75.16","None","None","1012","stations","39.95","1465664136","5.36","48","Philadelphia","301.95","US","501","242.001","10d","1465691394"
"575c51a58cc86c6de39d406d","301.48","59","clear sky","4560349","Clear","304.82","-75.16","None","None","1010","cmc stations","39.95","1465667705","6.81","8","Philadelphia","303.25","US","800","238.001","02d","1465691395"
"575c5fb68cc86c6e1cd07e3f","302.04","55","clear sky","4560349","Clear","305.93","-75.16","None","None","1009","cmc stations","39.95","1465671317","1.03","8","Philadelphia","303.71","US","800","257","02d","1465691396"
"575c6dc58cc86c6e572649be","302.59","58","scattered clouds","4560349","Clouds","307.04","-75.16","None","None","1008","cmc stations","39.95","1465674984","1.03","32","Philadelphia","304.38","US","802","188","03d","1465691397"
"575c7bd58cc86c6e92ba1eda","303.15","59","scattered clouds","4560349","Clouds","307.04","-75.16","None","None","1008","cmc stations","39.95","1465678601","0.51","32","Philadelphia","304.56","US","802","308","03d","1465691398"
"575c89e58cc86c6ed3b8cc36","303.15","65","scattered clouds","4560349","Clouds","306.48","-75.16","None","None","1008","cmc stations","39.95","1465682180","1.03","32","Philadelphia","304.84","US","802","276","03d","1465691399"
"575c97f68cc86c6f0e926adf","302.59","64","few clouds","4560349","Clouds","306.48","-75.16","None","None","1007","cmc stations","39.95","1465685829","7.21","12","Philadelphia","304.48","US","801","275.503","02d","1465691400"
"575ca6058cc86c6f470529e7","302.04","60","few clouds","4560349","Clouds","305.37","-75.16","None","None","1007","cmc stations","39.95","1465689452","7.21","12","Philadelphia","303.47","US","801","275.503","02d","1465691401"
"575cb4168cc86c6f8f8233ba","300.37","53","light rain","4560349","Rain","303.71","-75.16","None","0.155","1008","stations","39.95","1465693065","5.46","20","Philadelphia","302.06","US","500","292.003","10n","1465777803"
"575cc2248cc86c6fc80bc200","299.26","71","few clouds","4560349","Clouds","302.59","-75.16","None","None","1008","cmc stations","39.95","1465696664","5.86","12","Philadelphia","300.9","US","801","277.004","02n","1465777804"
"575cd0358cc86c7008687bc7","298.71","58","clear sky","4560349","Clear","302.04","-75.16","None","None","1006","stations","39.95","1465700306","4.51","0","Philadelphia","300.33","US","800","288.504","01n","1465777805"
"575cde458cc86c703db342c6","298.15","57","few clouds","4560349","Clouds","301.48","-75.16","None","None","1008","cmc stations","39.95","1465703916","5.86","12","Philadelphia","299.94","US","801","277.004","02n","1465777806"
"575cec558cc86c7078860d51","297.04","80","clear sky","4560349","Clear","300.93","-75.16","None","None","1007","cmc stations","39.95","1465707533","5.32","8","Philadelphia","299.12","US","800","268.5","02n","1465777807"
"575cfa658cc86c70b87171de","297.04","63","clear sky","4560349","Clear","300.37","-75.16","None","None","1007","cmc stations","39.95","1465711172","5.32","8","Philadelphia","298.78","US","800","268.5","02n","1465777808"
"575d08758cc86c7168607a92","297.04","83","clear sky","4560349","Clear","299.82","-75.16","None","None","1006","cmc stations","39.95","1465714179","5.32","8","Philadelphia","298.4","US","800","268.5","02n","1465777809"
"575d16878cc86c720955791f","296.48","64","few clouds","4560349","Clouds","298.71","-75.16","None","None","1006","cmc stations","39.95","1465718328","5.85","12","Philadelphia","297.78","US","801","261.509","02n","1465777810"
"575d24958cc86c72449aec7f","295.93","64","few clouds","4560349","Clouds","299.26","-75.16","None","None","1006","cmc stations","39.95","1465721407","5.85","12","Philadelphia","297.67","US","801","261.509","02n","1465777811"
"575d32a58cc86c729e947747","295.93","65","few clouds","4560349","Clouds","299.26","-75.16","None","None","1006","cmc stations","39.95","1465725076","5.85","12","Philadelphia","297.72","US","801","261.509","02d","1465777812"
"575d40b58cc86c72d5184c80","296.48","88","few clouds","4560349","Clouds","299.82","-75.16","None","None","1005","cmc stations","39.95","1465728704","6.09","12","Philadelphia","298.15","US","801","280.501","02d","1465777814"
"575d4ec48cc86c731844ee42","297.59","66","clear sky","4560349","Clear","300.37","-75.16","None","None","1006","stations","39.95","1465732361","5.66","0","Philadelphia","299.16","US","800","284.503","01d","1465777815"
"575d5cd58cc86c736a74d2af","299.26","72","few clouds","4560349","Clouds","302.59","-75.16","None","None","1005","cmc stations","39.95","1465735992","3.08","12","Philadelphia","301.1","US","801","281","02d","1465777816"
"575d6ae58cc86c739e202fd8","300.37","52","clear sky","4560349","Clear","303.15","-75.16","None","None","1003","stations","39.95","1465739611","1.03","0","Philadelphia","301.85","US","800","306","01d","1465777817"
"575b46768cc86c65da58c71f","296.97","67","clear sky","4791259","Clear","296.97","-75.98","None","None","1032.02","stations","36.85","1465598927","1.01","0","Virginia Beach","296.97","US","800","311.001","01d","1465604601"
