"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575bef348cc86c6c26cfedf2","293.71","84","light rain","4861716","Rain","293.71","-92.43","None","None","1015","cmc stations","41.4","1465642711","4.11","12","Indianapolis","293.71","US","500","124","10d","1465695821"
"575bfd438cc86c6c65a8726a","293.71","92","moderate rain","4861716","Rain","293.71","-92.43","None","None","1015","stations","41.4","1465645714","0.51","12","Indianapolis","293.71","US","501","295","10d","1465695822"
"575c0b538cc86c6c9c332a61","293.15","91","light rain","4861716","Rain","293.15","-92.43","None","None","1014","stations","41.4","1465649918","3.6","12","Indianapolis","293.15","US","500","287","10d","1465695824"
"575c19648cc86c6cde4302de","293.15","92","few clouds","4861716","Clouds","293.15","-92.43","None","None","1015","cmc stations","41.4","1465652921","2.57","20","Indianapolis","293.15","US","801","262","02d","1465695825"
"575c27738cc86c6d15fbb035","294.26","86","few clouds","4861716","Clouds","294.26","-92.43","None","None","1014","cmc stations","41.4","1465656524","2.06","20","Indianapolis","294.26","US","801","204","02d","1465695826"
"575c35848cc86c6d66c9ac6d","297.59","75","few clouds","4861716","Clouds","297.59","-92.43","None","None","1014","stations","41.4","1465660728","2.57","20","Indianapolis","297.59","US","801","260","02d","1465695827"
"575c51a48cc86c6de39d4066","302.04","61","clear sky","4861716","Clear","302.04","-92.43","None","None","1014","cmc stations","41.4","1465667334","1.54","0","Indianapolis","302.04","US","800","235","01d","1465695829"
"575c5fb48cc86c6e1cd07e38","302.04","63","clear sky","4861716","Clear","302.04","-92.43","None","None","1013","stations","41.4","1465671538","2.57","0","Indianapolis","302.04","US","800","205","01d","1465695831"
"575c6dc48cc86c6e572649b7","303.15","60","clear sky","4861716","Clear","303.15","-92.43","None","None","1014","cmc stations","41.4","1465674541","2.06","0","Indianapolis","303.15","US","800","231","01d","1465695832"
"575c7bd48cc86c6e92ba1ed3","303.71","60","clear sky","4861716","Clear","303.71","-92.43","None","None","1014","stations","41.4","1465678144","2.57","0","Indianapolis","303.71","US","800","224","01d","1465695833"
"575c89e48cc86c6ed3b8cc2f","303.15","64","clear sky","4861716","Clear","303.15","-92.43","None","None","1014","stations","41.4","1465681747","1.54","0","Indianapolis","303.15","US","800","219","01d","1465695834"
"575c97f48cc86c6f0e926ad8","304.26","61","scattered clouds","4861716","Clouds","304.26","-92.43","None","None","1014","stations","41.4","1465685351","2.06","36","Indianapolis","304.26","US","802","192","03d","1465695835"
"575ca6048cc86c6f470529e0","303.15","68","scattered clouds","4861716","Clouds","303.15","-92.43","None","None","1014","cmc stations","41.4","1465689555","2.06","36","Indianapolis","303.15","US","802","225","03d","1465695836"
"575cb4148cc86c6f8f8233b3","303.15","70","scattered clouds","4861716","Clouds","303.15","-92.43","None","None","1013","cmc stations","41.4","1465692557","1.03","36","Indianapolis","303.15","US","802","195","03n","1465782237"
"575cc2238cc86c6fc80bc1f9","300.93","78","light rain","4861716","Rain","300.93","-92.43","None","2.51","1013","stations","41.4","1465696161","0.51","48","Indianapolis","300.93","US","500","146","10n","1465782239"
"575cd0348cc86c7008687bc0","299.82","81","light rain","4861716","Rain","299.82","-92.43","None","2.51","1014","cmc stations","41.4","1465699764","0.51","48","Indianapolis","299.82","US","500","134","10n","1465782240"
"575cde438cc86c703db342bf","299.26","83","light rain","4861716","Rain","299.26","-92.43","None","2.51","1015","stations","41.4","1465703445","1.36","48","Indianapolis","299.26","US","500","187.004","10n","1465782241"
"575cec548cc86c7078860d4a","297.59","89","scattered clouds","4861716","Clouds","297.59","-92.43","None","None","1015","cmc stations","41.4","1465707271","2.47","32","Indianapolis","297.59","US","802","208.5","03n","1465782242"
"575cfa648cc86c70b87171d7","297.59","88","scattered clouds","4861716","Clouds","297.59","-92.43","None","None","1015","cmc stations","41.4","1465710574","2.47","32","Indianapolis","297.59","US","802","208.5","03n","1465782243"
"575d08738cc86c7168607a8b","298.15","83","scattered clouds","4861716","Clouds","298.15","-92.43","None","None","1015","cmc stations","41.4","1465714177","1.03","32","Indianapolis","298.15","US","802","232","03n","1465782244"
"575d16858cc86c7209557918","298.15","81","scattered clouds","4861716","Clouds","298.15","-92.43","None","None","1015","cmc stations","41.4","1465717781","0.51","32","Indianapolis","298.15","US","802","240","03n","1465782245"
"575d24948cc86c72449aec78","297.59","81","scattered clouds","4861716","Clouds","297.59","-92.43","None","None","1015","stations","41.4","1465721684","3.6","32","Indianapolis","297.59","US","802","221.509","03n","1465782247"
"575d32a48cc86c729e947740","297.59","81","scattered clouds","4861716","Clouds","297.59","-92.43","None","None","1015","stations","41.4","1465725143","3.6","32","Indianapolis","297.59","US","802","221.509","03n","1465782248"
"575d40b48cc86c72d5184c79","297.04","81","clear sky","4861716","Clear","297.04","-92.43","None","None","1016","cmc stations","41.4","1465728876","1.03","0","Indianapolis","297.04","US","800","232","01d","1465782249"
"575d4ec38cc86c731844ee3b","297.04","81","broken clouds","4861716","Clouds","297.04","-92.43","None","0.05","1016","stations","41.4","1465732194","3.01","56","Indianapolis","297.04","US","803","240.503","04d","1465782250"
"575d5cd38cc86c736a74d2a8","299.26","75","broken clouds","4861716","Clouds","299.26","-92.43","None","0.05","1017","stations","41.4","1465735797","3.01","56","Indianapolis","299.26","US","803","240.503","04d","1465782251"
"575d6ae48cc86c739e202fd1","301.48","66","light rain","4861716","Rain","301.48","-92.43","None","2.28","1017","stations","41.4","1465739401","1.03","44","Indianapolis","301.48","US","500","226","10d","1465782252"
"575b46768cc86c65da58c71b","297.59","65","light rain","5037649","Rain","302.04","-93.26","None","1.185","1011","stations","44.98","1465599061","5.29","48","Minneapolis","299.22","US","500","209.501","10d","1465610390"
"575b54878cc86c6627a6b79b","298.15","65","light rain","5037649","Rain","302.59","-93.26","None","1.185","1007","stations","44.98","1465602711","5.29","48","Minneapolis","299.23","US","500","209.501","10d","1465610392"
"575b62988cc86c666d09fe91","298.71","86","moderate rain","5037649","Rain","302.59","-93.26","None","5.875","1007","cmc stations","44.98","1465606209","2.61","92","Minneapolis","300.28","US","501","223.501","10n","1465696793"
"575b70a88cc86c66a89e15a9","296.48","83","light rain","5037649","Rain","302.59","-93.26","None","0.25","1008","cmc stations","44.98","1465609982","4.11","20","Minneapolis","299.47","US","500","192.501","10n","1465696794"
"575b7eb68cc86c66dbf2bb70","295.37","83","light rain","5037649","Rain","298.71","-93.26","None","0.25","1012","cmc stations","44.98","1465613624","4.11","20","Minneapolis","296.92","US","500","192.501","10n","1465696796"
"575b8cc68cc86c671dc4290c","294.26","64","few clouds","5037649","Clouds","296.48","-93.26","None","None","1013","stations","44.98","1465617239","2.96","12","Minneapolis","295.48","US","801","214.001","02n","1465696797"
"575b9ad68cc86c6758cea01b","294.26","80","few clouds","5037649","Clouds","295.37","-93.26","None","None","1009","stations","44.98","1465620825","2.26","20","Minneapolis","295.04","US","801","203.5","02n","1465696798"
"575ba8e78cc86c6791828921","293.15","82","few clouds","5037649","Clouds","294.82","-93.26","None","None","1010","cmc stations","44.98","1465624500","3.66","20","Minneapolis","294.1","US","801","194.5","02n","1465696800"
"575bb6f68cc86c687bc2811c","292.59","82","few clouds","5037649","Clouds","294.82","-93.26","None","None","1010","cmc stations","44.98","1465628108","3.66","20","Minneapolis","293.64","US","801","194.5","02n","1465696801"
"575bc5068cc86c693bd41530","292.04","84","few clouds","5037649","Clouds","294.26","-93.26","None","None","1010","cmc stations","44.98","1465631707","2.97","24","Minneapolis","293.02","US","801","207.522","02n","1465696802"
"575bd3168cc86c6b9eaccf98","290.93","84","few clouds","5037649","Clouds","293.71","-93.26","None","None","1014","cmc stations","44.98","1465635307","2.97","24","Minneapolis","292.58","US","801","207.522","02n","1465696804"
"575be1278cc86c6be1d98843","290.93","84","few clouds","5037649","Clouds","293.71","-93.26","None","None","1011","cmc stations","44.98","1465639024","2.97","24","Minneapolis","292.47","US","801","207.522","02n","1465696805"
"575bef388cc86c6c26cfee01","290.37","90","clear sky","5037649","Clear","293.15","-93.26","None","None","1015","cmc stations","44.98","1465642686","1.39","0","Minneapolis","292.16","US","800","178.5","01d","1465696806"
