"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575b8cc78cc86c671dc4290f","288.71","83","broken clouds","4744709","Clouds","294.26","-77.1","None","None","1017","cmc stations","38.88","1465617508","2.71","76","Arlington","290.85","US","803","171.001","04n","1465691641"
"575b9ad78cc86c6758cea01e","288.15","73","scattered clouds","4744709","Clouds","293.71","-77.1","None","None","1017","stations","38.88","1465620559","2.31","32","Arlington","290.53","US","802","112.5","03n","1465691642"
"575ba8e78cc86c6791828924","288.15","73","scattered clouds","4744709","Clouds","293.71","-77.1","None","None","1020.2","stations","38.88","1465624248","2.31","32","Arlington","290.08","US","802","112.5","03n","1465691644"
"575bb6f78cc86c687bc2811f","287.04","76","broken clouds","4744709","Clouds","293.15","-77.1","None","None","1019.7","cmc stations","38.88","1465628054","2.21","68","Arlington","289.59","US","803","172","04n","1465691645"
"575bc5078cc86c693bd41533","286.48","81","few clouds","4744709","Clouds","292.59","-77.1","None","None","1016","stations","38.88","1465631896","1.87","20","Arlington","288.97","US","801","110.522","02n","1465691646"
"575bd3178cc86c6b9eaccf9b","286.48","97","clear sky","4744709","Clear","292.04","-77.1","None","None","1016","cmc stations","38.88","1465635019","2.27","0","Arlington","288.69","US","800","185.522","01n","1465691647"
"575be1278cc86c6be1d98846","285.93","83","few clouds","4744709","Clouds","292.04","-77.1","None","None","1018.9","stations","38.88","1465638840","1.87","20","Arlington","288.35","US","801","110.522","02d","1465691648"
"575bef388cc86c6c26cfee04","287.04","85","clear sky","4744709","Clear","292.04","-77.1","None","None","1018.9","stations","38.88","1465642466","1.7","0","Arlington","288.98","US","800","165.501","01d","1465691649"
"575bfd478cc86c6c65a8727c","288.71","97","clear sky","4744709","Clear","293.71","-77.1","None","None","1016","cmc stations","38.88","1465646104","2.04","0","Arlington","291.12","US","800","230","01d","1465691650"
"575c0b578cc86c6c9c332a73","291.48","66","clear sky","4744709","Clear","297.04","-77.1","None","None","1016","stations","38.88","1465649721","0.51","0","Arlington","294.44","US","800","200","01d","1465691651"
