"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575b8cc28cc86c671dc428f7","282.04","51","clear sky","5117451","Clear","288.71","-74.36","None","None","1007","cmc stations","41.33","1465617532","1.61","0","Florida","285.22","US","800","310.001","01n","1465691460"
"575b9ad28cc86c6758cea006","282.59","74","clear sky","5117451","Clear","288.15","-74.36","None","None","1007","stations","41.33","1465621112","1.01","0","Florida","284.61","US","800","283","01n","1465691462"
"575ba8e38cc86c679182890c","280.93","74","clear sky","5117451","Clear","286.48","-74.36","None","None","1007","cmc stations","41.33","1465624754","1.01","0","Florida","282.65","US","800","283","01n","1465691463"
"575bb6f28cc86c687bc28107","280.93","74","clear sky","5117451","Clear","285.37","-74.36","None","None","1008","stations","41.33","1465628345","1.01","0","Florida","282.8","US","800","283","01n","1465691464"
"575bc5028cc86c693bd4151b","279.82","79","clear sky","5117451","Clear","284.26","-74.36","None","None","1008","cmc stations","41.33","1465631982","0.97","8","Florida","281.85","US","800","265.522","02n","1465691465"
"575bd3138cc86c6b9eaccf83","279.82","79","clear sky","5117451","Clear","284.82","-74.36","None","None","1007","cmc stations","41.33","1465635508","0.97","8","Florida","281.49","US","800","265.522","02n","1465691466"
"575be1238cc86c6be1d9882e","279.26","79","clear sky","5117451","Clear","283.71","-74.36","None","None","1007","cmc stations","41.33","1465639145","0.97","8","Florida","281.09","US","800","265.522","02d","1465691468"
"575bef338cc86c6c26cfedec","279.26","76","broken clouds","5117451","Clouds","287.04","-74.36","None","None","1007","cmc stations","41.33","1465642792","1.22","68","Florida","282.92","US","803","190","04d","1465691469"
"575bfd428cc86c6c65a87264","283.15","94","broken clouds","5117451","Clouds","290.37","-74.36","None","None","1016","cmc stations","41.33","1465645807","1.22","68","Florida","286.45","US","803","190","04d","1465691470"
