"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"$oid","temp_min","humidity","weather_description","id","weather_main","temp_max","lon","snow","rain","pressure","base","lat","dt","wind_speed","clouds","name","temp","country","weather_id","wind_deg","weather_icon","sunset"
"575b7eb38cc86c66dbf2bb5e","284.26","67","light rain","5746545","Rain","288.71","-122.68","None","2.125","1014","cmc stations","45.52","1465613416","1.51","92","Portland","286.7","US","500","208.001","10n","1465703988"
"575b8cc38cc86c671dc428fa","284.26","73","light rain","5746545","Rain","287.04","-122.68","None","2.125","1015","stations","45.52","1465617220","0.51","92","Portland","286.14","US","500","170","10n","1465703989"
"575b9ad38cc86c6758cea009","282.04","78","light rain","5746545","Rain","285.93","-122.68","None","1.74","1016","cmc stations","45.52","1465620620","1.41","92","Portland","284.72","US","500","214","10n","1465703991"
"575ba8e48cc86c679182890f","282.04","97","light rain","5746545","Rain","285.93","-122.68","None","1.74","1018","cmc stations","45.52","1465624477","2.06","92","Portland","284.63","US","500","319","10n","1465703992"
"575bb6f38cc86c687bc2810a","282.04","82","light rain","5746545","Rain","285.37","-122.68","None","1.74","1019","cmc stations","45.52","1465628128","1.41","92","Portland","284.45","US","500","214","10n","1465703993"
"575bc5038cc86c693bd4151e","282.04","88","light rain","5746545","Rain","285.37","-122.68","None","None","1019","cmc stations","45.52","1465631731","1.77","80","Portland","284.25","US","500","222.522","10n","1465703995"
"575bd3138cc86c6b9eaccf86","282.04","85","light rain","5746545","Rain","285.37","-122.68","None","1.05","1017","cmc stations","45.52","1465635527","1.77","80","Portland","283.8","US","500","222.522","10n","1465703996"
"575be1238cc86c6be1d98831","281.48","94","light rain","5746545","Rain","285.37","-122.68","None","1.05","1020","stations","45.52","1465639126","1.77","80","Portland","283.66","US","500","222.522","10n","1465703997"
"575bef348cc86c6c26cfedef","280.37","100","light rain","5746545","Rain","284.82","-122.68","None","0.2225","1022","cmc stations","45.52","1465642168","1.69","88","Portland","282.5","US","500","234.5","10n","1465703999"
"575bfd438cc86c6c65a87267","279.82","84","light rain","5746545","Rain","284.82","-122.68","None","0.2225","1018","cmc stations","45.52","1465645818","1.69","88","Portland","282.68","US","500","234.5","10n","1465704000"
"575c0b538cc86c6c9c332a5e","279.26","100","light rain","5746545","Rain","284.82","-122.68","None","0.52","1022","stations","45.52","1465649447","1.75","56","Portland","282.67","US","500","216.501","10d","1465704001"
"575c19648cc86c6cde4302db","279.26","99","light rain","5746545","Rain","284.82","-122.68","None","0.145","1021","cmc stations","45.52","1465653051","1.46","88","Portland","282.88","US","500","247.505","10d","1465704002"
"575c27738cc86c6d15fbb032","282.59","99","light rain","5746545","Rain","286.48","-122.68","None","0.145","1021","cmc stations","45.52","1465656654","1.46","88","Portland","284.37","US","500","247.505","10d","1465704004"
"575c35838cc86c6d66c9ac6a","283.71","99","light rain","5746545","Rain","289.54","-122.68","None","0.145","1024","stations","45.52","1465660426","1.46","88","Portland","286.25","US","500","247.505","10d","1465704005"
"575c43938cc86c6d9dc98cc2","284.82","94","broken clouds","5746545","Clouds","291.54","-122.68","None","0.035","1024","stations","45.52","1465664086","1.41","76","Portland","287.7","US","803","260.501","04d","1465704006"
"575c51a48cc86c6de39d4063","286.48","63","broken clouds","5746545","Clouds","289.82","-122.68","None","0.035","1023","cmc stations","45.52","1465667465","1.41","76","Portland","288.15","US","803","260.501","04d","1465704008"
"575c5fb48cc86c6e1cd07e35","287.59","59","broken clouds","5746545","Clouds","290.37","-122.68","None","0.035","1023","cmc stations","45.52","1465671368","0.51","76","Portland","289.03","US","803","276","04d","1465704009"
"575c6dc38cc86c6e572649b4","286.48","60","moderate rain","5746545","Rain","290.37","-122.68","None","None","1024","cmc stations","45.52","1465674972","1.37","56","Portland","289.14","US","501","304.001","10d","1465704010"
"575c7bd38cc86c6e92ba1ed0","285.93","61","light rain","5746545","Rain","295.43","-122.68","None","None","1024","stations","45.52","1465678607","1.37","56","Portland","290.37","US","500","304.001","10d","1465704011"
"575c89e48cc86c6ed3b8cc2c","287.59","57","broken clouds","5746545","Clouds","293.15","-122.68","None","0.005","1023","cmc stations","45.52","1465682178","1.54","56","Portland","290.24","US","803","262","04d","1465704013"
"575c97f48cc86c6f0e926ad5","287.04","61","overcast clouds","5746545","Clouds","292.04","-122.68","None","0.01","1023","stations","45.52","1465685888","1.61","88","Portland","290.44","US","804","317.503","04d","1465704014"
"575ca6038cc86c6f470529dd","289.82","76","overcast clouds","5746545","Clouds","294.82","-122.68","None","0.01","1023","cmc stations","45.52","1465689490","0.51","88","Portland","292.15","US","804","272","04d","1465704015"
"575cb4148cc86c6f8f8233b0","288.71","76","overcast clouds","5746545","Clouds","293.71","-122.68","None","0.01","1023","cmc stations","45.52","1465693092","1.03","88","Portland","291.68","US","804","23","04n","1465790416"
"575cc2238cc86c6fc80bc1f6","288.15","60","broken clouds","5746545","Clouds","292.93","-122.68","None","0.01","1023","stations","45.52","1465696190","1.43","80","Portland","290.66","US","803","319.504","04n","1465790418"
"575cd0348cc86c7008687bbd","287.04","78","broken clouds","5746545","Clouds","292.04","-122.68","None","0.01","1022","cmc stations","45.52","1465699823","3.08","80","Portland","289.82","US","803","147","04n","1465790419"
"575cde438cc86c703db342bc","286.48","74","broken clouds","5746545","Clouds","289.82","-122.68","None","0.01","1023","stations","45.52","1465703451","1.43","80","Portland","288.66","US","803","319.504","04n","1465790420"
"575cec538cc86c7078860d47","284.82","81","few clouds","5746545","Clouds","288.71","-122.68","None","0.005","1022","cmc stations","45.52","1465707102","3.6","12","Portland","286.41","US","801","135","02n","1465790421"
"575cfa638cc86c70b87171d4","283.15","88","few clouds","5746545","Clouds","285.37","-122.68","None","0.005","1022","cmc stations","45.52","1465710705","4.11","12","Portland","284.41","US","801","136","02n","1465790423"
"575d08738cc86c7168607a88","282.59","89","few clouds","5746545","Clouds","285.93","-122.68","None","0.005","1022","cmc stations","45.52","1465714309","4.11","12","Portland","283.96","US","801","135","02n","1465790424"
"575d16848cc86c7209557915","282.04","88","clear sky","5746545","Clear","284.82","-122.68","None","0.005","1023","cmc stations","45.52","1465717912","1.23","0","Portland","283.04","US","800","346.009","01n","1465790425"
"575d24948cc86c72449aec75","281.48","95","clear sky","5746545","Clear","284.26","-122.68","None","0.005","1024","stations","45.52","1465721600","0.51","0","Portland","282.77","US","800","282","01n","1465790426"
"575d32a38cc86c729e94773d","280.37","92","clear sky","5746545","Clear","283.15","-122.68","None","0.005","1021","cmc stations","45.52","1465725119","4.11","0","Portland","281.93","US","800","141","01n","1465790428"
"575d40b38cc86c72d5184c76","279.82","90","clear sky","5746545","Clear","282.59","-122.68","None","None","1023","cmc stations","45.52","1465728722","0.59","8","Portland","281.48","US","800","15.0007","02n","1465790429"
"575d4ec38cc86c731844ee38","279.26","99","clear sky","5746545","Clear","282.04","-122.68","None","None","1022","cmc stations","45.52","1465732626","0.59","8","Portland","280.7","US","800","15.0007","02n","1465790430"
"575d5cd38cc86c736a74d2a5","279.26","99","clear sky","5746545","Clear","281.87","-122.68","None","None","1023","stations","45.52","1465736334","0.71","0","Portland","280.72","US","800","340.503","01d","1465790431"
"575d6ae38cc86c739e202fce","279.82","88","few clouds","5746545","Clouds","283.71","-122.68","None","None","1021","cmc stations","45.52","1465739232","2.57","12","Portland","281.33","US","801","141","02d","1465790432"
"575b46778cc86c65da58c721","292.59","49","clear sky","6254926","Clear","294.82","-71.11","None","None","1013.023","stations","42.37","1465599141","0.9","0","Massachusetts","293.31","US","800","338","01d","1465604490"
"575b54888cc86c6627a6b7a1","290.93","53","moderate rain","6254926","Rain","293.35","-71.11","None","None","1013.464","cmc stations","42.37","1465602798","2.11","0","Massachusetts","291.88","US","501","328.501","10d","1465604491"
"575b62998cc86c666d09fe97","288.15","64","clear sky","6254926","Clear","291.48","-71.11","None","None","1014.073","cmc stations","42.37","1465606517","2.11","0","Massachusetts","289.46","US","800","328.501","01n","1465690892"
"575b70a98cc86c66a89e15af","286.48","74","heavy intensity rain","6254926","Rain","289.26","-71.11","None","None","1014.31","cmc stations","42.37","1465610133","1.71","0","Massachusetts","287.72","US","502","330.501","10n","1465690893"
